id,codigo,orden,idruta,regreso
8689,23060110,14,27,0
8693,23060107,11,27,0
8695,23060109,13,27,0
8696,23060112,16,27,0
8697,23060113,17,27,0
8698,23060114,18,27,0
8699,23060116,20,27,0
8700,23060115,19,27,0
8701,23060111,15,27,0
8702,23060118,22,27,0
8703,23060195,24,27,0
8704,23060196,25,27,0
8705,23060197,26,27,0
8706,23060198,27,27,0
8707,23060199,28,27,0
8708,23060201,30,27,0
8709,23060202,31,27,0
8710,23060203,32,27,0
8711,23060205,34,27,0
8712,23060206,35,27,0
8713,23060208,37,27,0
8714,23060210,39,27,0
8716,23060212,41,27,0
8717,23060213,42,27,0
8718,23060214,1,27,1
8720,23060216,3,27,1
8721,23060217,4,27,1
8722,23060218,5,27,1
8724,23060219,6,27,1
8725,23060221,8,27,1
8726,23060223,10,27,1
8727,23060222,9,27,1
8729,23060224,11,27,1
8730,23060225,12,27,1
8731,23060226,13,27,1
8732,23060227,14,27,1
8733,23060228,15,27,1
8734,23060229,16,27,1
8735,23060230,17,27,1
8736,23060231,18,27,1
8737,23060232,19,27,1
8738,23060044,20,27,1
8739,23060139,21,27,1
8740,23060140,22,27,1
8741,23060141,23,27,1
8742,23060142,24,27,1
8743,23060143,25,27,1
8744,23060144,26,27,1
8745,23060145,27,27,1
8746,23060146,28,27,1
8747,23060147,29,27,1
8748,23060148,30,27,1
8749,23060149,31,27,1
8750,23060150,32,27,1
8751,23060151,33,27,1
8752,23060152,34,27,1
8753,23060068,35,27,1
8754,23060153,36,27,1
8755,23060070,37,27,1
8756,23060071,38,27,1
8757,23060154,39,27,1
8758,23060155,40,27,1
8759,23060156,41,27,1
8760,23060157,42,27,1
8761,23060096,43,27,1
8762,23060097,44,27,1
8763,23063999,45,27,1
8766,23060102,3,27,0
8767,23060215,2,27,1
8768,23060220,7,27,1
8770,23060105,9,27,0
8771,23060106,10,27,0
8772,23063999,1,27,0
8773,23060104,5,27,0
8774,23060117,21,27,0
8775,23060018,23,27,0
8776,23060200,29,27,0
8777,23060204,33,27,0
8778,23060207,36,27,0
8779,23060209,38,27,0
8780,23060211,40,27,0
8781,23063999,1,28,0
8783,23060105,3,28,0
8785,23060107,5,28,0
8786,23060108,6,28,0
8788,23060109,7,28,0
8790,23060111,9,28,0
8792,23060112,10,28,0
8793,23060113,11,28,0
8794,23060114,12,28,0
8796,23060115,13,28,0
8797,23060162,15,28,0
8798,23060183,16,28,0
8799,23060184,17,28,0
8800,23060185,18,28,0
8801,23060186,19,28,0
8802,23060187,20,28,0
8803,23060188,21,28,0
8804,23060273,22,28,0
8806,24033901,23,28,0
8807,24033903,25,28,0
8809,24033905,27,28,0
8810,24033904,26,28,0
8811,24033906,28,28,0
8813,24033907,29,28,0
8814,24033909,31,28,0
8828,24033910,32,28,0
8830,24033912,34,28,0
8831,24033914,36,28,0
8832,24033918,40,28,0
8833,24033919,41,28,0
8834,24033920,42,28,0
8835,24033921,43,28,0
8836,24033923,45,28,0
8837,24033924,46,28,0
8838,24033927,49,28,0
8839,24033928,50,28,0
8840,24033929,51,28,0
8841,24033930,52,28,0
8842,24033959,29,28,1
8843,23060101,2,28,0
8844,23060106,4,28,0
8845,23060110,8,28,0
8846,23060116,14,28,0
8847,24033902,24,28,0
8848,24033908,30,28,0
8849,24033913,35,28,0
8850,24033916,38,28,0
8851,24033917,39,28,0
8852,24033911,33,28,0
8853,24033915,37,28,0
8854,24033922,44,28,0
8855,24033925,47,28,0
8856,24033926,48,28,0
8857,24033931,1,28,1
8858,24033936,6,28,1
8859,24033937,7,28,1
8860,24033938,8,28,1
8861,23060192,35,28,1
8862,24033942,12,28,1
8863,24033943,13,28,1
8864,24033944,14,28,1
8865,24033945,15,28,1
8866,24033947,17,28,1
8867,24033949,19,28,1
8868,24033951,21,28,1
8869,24033954,24,28,1
8870,23060145,43,28,1
8871,24033957,27,28,1
8872,23060274,31,28,1
8873,23060189,32,28,1
8874,23060190,33,28,1
8875,23060111,9,22,0
8876,23060193,36,28,1
8877,23060191,34,28,1
8878,23060194,37,28,1
8879,23060179,38,28,1
8880,23060141,39,28,1
8881,23060142,40,28,1
8882,23060143,41,28,1
8883,23060144,42,28,1
8884,23060146,44,28,1
8885,23060147,45,28,1
8886,23060149,47,28,1
8887,23060150,48,28,1
8888,23060112,10,22,0
8889,23060151,49,28,1
8890,23060096,51,28,1
8891,23060097,52,28,1
8892,23063999,53,28,1
8893,24033933,3,28,1
8894,24033934,4,28,1
8895,24033935,5,28,1
8896,24033932,2,28,1
8897,24033940,10,28,1
8898,24033939,9,28,1
8899,24033941,11,28,1
8900,24033946,16,28,1
8901,24033948,18,28,1
8902,24033950,20,28,1
8903,24033952,22,28,1
8904,24033956,26,28,1
8905,24033958,28,28,1
8906,24033955,25,28,1
8907,24033953,23,28,1
8908,24033960,30,28,1
8909,23060148,46,28,1
8910,23060152,50,28,1
8911,23063999,1,22,0
8912,23060101,2,22,0
8913,23060105,3,22,0
8914,23060106,4,22,0
8915,23060107,5,22,0
8916,23060108,6,22,0
8917,23060109,7,22,0
8918,23060110,8,22,0
8919,23060113,11,22,0
8920,23060114,12,22,0
8921,23060115,13,22,0
8922,23060116,14,22,0
8923,23060162,15,22,0
8924,23060183,16,22,0
8925,23060184,17,22,0
8926,23060185,18,22,0
8927,23060186,19,22,0
8928,23060187,20,22,0
8929,23060188,21,22,0
8930,23060273,22,22,0
8931,24033901,23,22,0
8932,24033902,24,22,0
8933,24033903,25,22,0
8934,24033904,26,22,0
8935,24033905,27,22,0
8936,24033906,28,22,0
8937,24033907,29,22,0
8938,24033908,30,22,0
8939,24033909,31,22,0
8940,24033910,32,22,0
8941,24033911,33,22,0
8942,24033912,34,22,0
8943,24033913,35,22,0
8944,24033914,36,22,0
8945,24033915,37,22,0
8946,24033916,38,22,0
8947,24033917,39,22,0
8948,24033918,40,22,0
8949,24033919,41,22,0
8950,24033942,1,22,1
8951,24033943,2,22,1
8952,24033944,3,22,1
8953,24033945,4,22,1
8954,24033946,5,22,1
8955,24033947,6,22,1
8956,24033948,7,22,1
8957,24033949,8,22,1
8958,24033950,9,22,1
8959,24033951,10,22,1
8960,24033952,11,22,1
8961,24033953,12,22,1
8962,24033954,13,22,1
8963,24033955,14,22,1
8964,24033956,15,22,1
8965,24033957,16,22,1
8966,24033958,17,22,1
8967,24033959,18,22,1
8968,24033960,19,22,1
8969,23060274,20,22,1
8970,23060189,21,22,1
8971,23060190,22,22,1
8972,23060191,23,22,1
8973,23060192,24,22,1
8974,23060193,25,22,1
8975,23060194,26,22,1
8976,23060179,27,22,1
8977,23060141,28,22,1
8978,23060142,29,22,1
8979,23060143,30,22,1
8980,23060144,31,22,1
8981,23060145,32,22,1
8982,23060146,33,22,1
8983,23060147,34,22,1
8984,23060148,35,22,1
8985,23060149,36,22,1
8986,23060150,37,22,1
8987,23060151,38,22,1
8988,23060152,39,22,1
8989,23060096,40,22,1
8990,23060097,41,22,1
8991,23063999,42,22,1
10385,23063999,1,363,0
10386,23060101,2,363,0
10387,23060105,3,363,0
10388,23060106,4,363,0
10389,23060107,5,363,0
10390,23060108,6,363,0
10391,23060109,7,363,0
10392,23060110,8,363,0
10393,23060370,9,363,0
10394,23060372,10,363,0
10395,23060374,11,363,0
10396,23060376,12,363,0
10397,23060378,13,363,0
10398,24033961,14,363,0
10399,24033963,15,363,0
10400,24033965,16,363,0
10401,24033967,17,363,0
10402,24033966,18,363,0
10403,24033964,19,363,0
10404,24033962,20,363,0
10405,23060379,21,363,0
10406,23060377,22,363,0
10407,23060375,23,363,0
10408,23060373,24,363,0
10409,23060371,25,363,0
10410,23060111,26,363,0
10411,23060112,27,363,0
10412,23060113,28,363,0
10413,23060114,29,363,0
10414,23060115,30,363,0
10415,23060116,31,363,0
10416,23060117,32,363,0
10417,23060118,33,363,0
10418,23060018,34,363,0
10419,23060195,35,363,0
10420,23060196,36,363,0
10421,23060197,37,363,0
10422,23060230,1,363,1
10423,23060231,2,363,1
10424,23060232,3,363,1
10425,23060044,4,363,1
10426,23060139,5,363,1
10427,23060140,6,363,1
10428,23060141,7,363,1
10429,23060142,8,363,1
10430,23060143,9,363,1
10431,23060144,10,363,1
10432,23060145,11,363,1
10433,23060146,12,363,1
10434,23060370,13,363,1
10435,23060372,14,363,1
10436,23060374,15,363,1
10437,23060376,16,363,1
10438,23060378,17,363,1
10439,24033961,18,363,1
10440,24033963,19,363,1
10441,24033965,20,363,1
10442,24033967,21,363,1
10443,24033966,22,363,1
10444,24033964,23,363,1
10445,24033962,24,363,1
10446,23060379,25,363,1
10447,23060377,26,363,1
10448,23060375,27,363,1
10449,23060373,28,363,1
10450,23060371,29,363,1
10451,23060147,30,363,1
10452,23060148,31,363,1
10453,23060149,32,363,1
10454,23060150,33,363,1
10455,23060151,34,363,1
10456,23060152,35,363,1
10457,23060096,36,363,1
10458,23060097,37,363,1
10459,23063999,38,363,1
11016,23093999,1,249,0
11017,23090067,2,249,0
11018,23090026,3,249,0
11019,23090027,4,249,0
11020,23090007,5,249,0
11021,23090008,6,249,0
11022,23090009,7,249,0
11023,23140006,8,249,0
11024,23140049,9,249,0
11025,23140072,10,249,0
11026,23140073,11,249,0
11027,23140074,12,249,0
11028,23140075,13,249,0
11029,23140076,14,249,0
11030,23140077,15,249,0
11031,23140032,16,249,0
11032,23140034,17,249,0
11033,23140035,18,249,0
11034,23140078,19,249,0
11035,23130076,20,249,0
11036,23130075,1,249,1
11037,23140066,2,249,1
11038,23140019,3,249,1
11039,23140020,4,249,1
11040,23140022,5,249,1
11041,23140079,6,249,1
11042,23140080,7,249,1
11043,23140081,8,249,1
11044,23140082,9,249,1
11045,23140083,10,249,1
11046,23140048,11,249,1
11047,23140003,12,249,1
11048,23140004,13,249,1
11049,23090001,14,249,1
11051,23090033,16,249,1
11052,23090034,17,249,1
11053,23090035,18,249,1
11054,23090036,19,249,1
11055,23090071,20,249,1
11056,23093999,21,249,1
11057,23093999,1,250,0
11058,23090083,2,250,0
11059,23090037,3,250,0
11060,23090038,4,250,0
11061,23080038,5,250,0
11062,23140084,7,250,0
11065,23140087,10,250,0
11068,23140089,12,250,0
11069,23140091,14,250,0
11071,23140076,16,250,0
11073,23140032,18,250,0
11074,23140034,19,250,0
11075,23140035,20,250,0
11076,23140036,21,250,0
11077,23140037,22,250,0
11078,23130015,23,250,0
11079,23130077,24,250,0
11080,23130078,25,250,0
11081,23130016,26,250,0
11082,23130012,27,250,0
11086,23130012,1,250,1
11087,23130013,5,250,1
11088,23140017,6,250,1
11089,23140018,7,250,1
11090,23140019,8,250,1
11092,23140022,10,250,1
11095,23140080,13,250,1
11096,23140094,15,250,1
11097,23140081,14,250,1
11098,23140095,16,250,1
11099,23090024,25,250,1
11100,23080041,23,250,1
11132,23130080,4,250,1
11133,23090071,26,250,1
11134,23093999,27,250,1
11135,23090023,24,250,1
11136,23140025,22,250,1
11137,23140099,20,250,1
11138,23140100,21,250,1
11139,23140096,17,250,1
11140,23140097,18,250,1
11141,23140098,19,250,1
11142,23130013,2,250,1
11143,23130079,3,250,1
11144,23140024,6,250,0
11145,23140085,8,250,0
11146,23140086,9,250,0
11147,23140020,9,250,1
11148,23140079,11,250,1
11150,23140090,13,250,0
11151,23140092,12,250,1
11152,23140075,15,250,0
11153,23140077,17,250,0
11639,23093999,1,255,0
11640,23090083,2,255,0
11641,23090025,3,255,0
11642,23090093,4,255,0
11643,23090128,5,255,0
11644,23090012,6,255,0
11645,23090074,7,255,0
11646,23090022,8,255,0
11647,23080013,9,255,0
11648,23080054,10,255,0
11649,23080055,11,255,0
11650,23080056,12,255,0
11651,23080057,13,255,0
11652,23080058,14,255,0
11653,23080059,15,255,0
11654,23080107,16,255,0
11655,23080105,17,255,0
11656,23080104,18,255,0
11657,23080063,19,255,0
11658,23070024,20,255,0
11659,23070025,21,255,0
11660,23070026,22,255,0
11661,23070027,23,255,0
11662,23070028,24,255,0
11663,23070029,25,255,0
11664,23070030,26,255,0
11665,23070031,27,255,0
11666,23070032,28,255,0
11667,23070033,29,255,0
11668,23070034,30,255,0
11669,23070035,31,255,0
11670,23070036,32,255,0
11671,23070037,33,255,0
11672,23070038,34,255,0
11673,23070038,1,255,1
11674,23070039,2,255,1
11675,23070040,3,255,1
11676,23070041,4,255,1
11677,23070042,5,255,1
11678,23070043,6,255,1
11679,23070044,7,255,1
11680,23070045,8,255,1
11681,23070046,9,255,1
11682,23070047,10,255,1
11683,23070048,11,255,1
11684,23070049,12,255,1
11685,23070050,13,255,1
11686,23070051,14,255,1
11687,23080064,15,255,1
11688,23080109,16,255,1
11689,23080108,17,255,1
11692,23080069,20,255,1
11693,23080070,21,255,1
11694,23080071,22,255,1
11695,23080072,23,255,1
11696,23080073,24,255,1
11697,23080012,25,255,1
11698,23090019,26,255,1
11699,23090129,27,255,1
11700,23090017,28,255,1
11701,23090061,29,255,1
11702,23090126,30,255,1
11703,23090059,31,255,1
11704,23093999,32,255,1
11707,23080106,18,255,1
11709,23080068,19,255,1
11815,23093999,1,248,0
11816,23090083,2,248,0
11817,23090107,3,248,0
11818,23090037,4,248,0
11819,23090108,5,248,0
11820,23090109,6,248,0
11821,23140224,7,248,0
11822,23140116,8,248,0
11823,23140117,9,248,0
11824,23140118,10,248,0
11825,23140119,11,248,0
11826,23140028,12,248,0
11827,23140049,13,248,0
11828,23140072,14,248,0
11829,23140155,15,248,0
11830,23140156,16,248,0
11831,23140157,17,248,0
11832,23140031,18,248,0
11833,23140032,19,248,0
11834,23140033,20,248,0
11835,23140034,21,248,0
11836,23140035,22,248,0
11837,23140143,23,248,0
11838,23140067,24,248,0
11839,23140068,25,248,0
11840,23140069,26,248,0
11841,23140158,27,248,0
11842,23140055,28,248,0
11843,23140159,29,248,0
11844,23140160,30,248,0
11845,23140161,31,248,0
11846,23140162,32,248,0
11847,23140163,33,248,0
11848,23140164,34,248,0
11849,23140165,35,248,0
11850,23140166,36,248,0
11851,23140167,37,248,0
11852,23140168,38,248,0
11853,23140169,39,248,0
11854,23140170,40,248,0
11855,23140171,41,248,0
11856,23140172,42,248,0
11857,23140173,43,248,0
11858,23140174,44,248,0
11859,24023911,45,248,0
11860,24023912,46,248,0
11861,24023913,1,248,1
11862,24023914,2,248,1
11863,23140179,3,248,1
11864,23140180,4,248,1
11865,23140181,5,248,1
11866,23140182,6,248,1
11867,23140183,7,248,1
11868,23140184,8,248,1
11869,23140185,9,248,1
11870,23140186,10,248,1
11872,23140188,12,248,1
11873,23140189,13,248,1
11874,23140190,14,248,1
11875,23140191,15,248,1
11876,23140192,16,248,1
11878,23140193,17,248,1
11879,23140194,18,248,1
11880,23140042,19,248,1
11881,23140061,20,248,1
11882,23140062,21,248,1
11883,23140063,22,248,1
11884,23140064,23,248,1
11885,23140195,24,248,1
11886,23140019,25,248,1
11887,23140020,26,248,1
11888,23140022,27,248,1
11889,23140023,28,248,1
11890,23140196,29,248,1
11891,23140197,30,248,1
11892,23140198,31,248,1
11893,23140083,32,248,1
11894,23140048,33,248,1
11895,23140127,34,248,1
11896,23140128,35,248,1
11897,23140129,36,248,1
11898,23090110,37,248,1
11899,23090024,38,248,1
11900,23090071,39,248,1
11901,23093999,40,248,1
11906,23090002,15,249,1
13415,23103999,1,331,0
13416,23100044,2,331,0
13417,23100045,3,331,0
13418,23100046,4,331,0
13419,23100047,5,331,0
13420,23100048,6,331,0
13421,23100049,7,331,0
13422,23100024,8,331,0
13423,23100036,9,331,0
13424,23040028,10,331,0
13425,23040048,11,331,0
13426,23040046,12,331,0
13427,23040047,13,331,0
13428,23040038,14,331,0
13429,23040021,15,331,0
13430,23040022,16,331,0
13431,23040039,17,331,0
13432,23040023,18,331,0
13433,23040040,19,331,0
13434,23040012,20,331,0
13435,23040058,21,331,0
13436,23040013,22,331,0
13437,23040059,23,331,0
13438,23040065,24,331,0
13439,23040029,1,331,1
13440,23040006,2,331,1
13441,23040060,3,331,1
13442,23040007,4,331,1
13443,23040024,5,331,1
13444,23040025,6,331,1
13445,23040041,7,331,1
13446,23040042,8,331,1
13447,23040049,9,331,1
13448,23040050,10,331,1
13449,23040051,11,331,1
13450,23100038,12,331,1
13451,23100025,13,331,1
13452,23100050,14,331,1
13453,23100051,15,331,1
13454,23100052,16,331,1
13455,23100053,17,331,1
13456,23100084,18,331,1
13457,23100085,19,331,1
13458,23100083,20,331,1
13459,23103999,21,331,1
13576,23103999,1,320,0
13577,23100044,2,320,0
13578,23100012,3,320,0
13579,23100023,9,320,0
13580,23100058,5,320,0
13581,23100021,6,320,0
13582,23100059,7,320,0
13583,23100022,8,320,0
13586,23100036,11,320,0
13587,23030001,12,320,0
13588,23030002,13,320,0
13589,23030003,14,320,0
13590,23030028,15,320,0
13591,23030038,16,320,0
13592,23020043,17,320,0
13593,23020062,18,320,0
13594,23020016,19,320,0
13595,23020017,20,320,0
13596,23020027,21,320,0
13597,23020028,22,320,0
13599,23020029,23,320,0
13600,23010082,1,320,1
13601,23020030,2,320,1
13602,23020031,3,320,1
13603,23020032,4,320,1
13604,23020072,5,320,1
13605,23020077,6,320,1
13606,23020021,7,320,1
13607,23020042,8,320,1
13608,23030013,9,320,1
13609,23030030,10,320,1
13610,23030007,11,320,1
13611,23030008,12,320,1
13612,23100038,13,320,1
13613,23100025,14,320,1
13614,23100026,15,320,1
13615,23100027,16,320,1
13616,23100074,17,320,1
13617,23100028,18,320,1
13618,23100075,19,320,1
13619,23100016,20,320,1
13620,23100017,21,320,1
