id,codigo,orden,idruta,regreso
13621,23100079,22,320,1
13622,23103999,23,320,1
13623,23100013,4,320,0
13624,23100024,10,320,0
13625,23010082,24,320,0
13875,23103999,1,325,0
13876,23100080,2,325,0
13877,23100007,3,325,0
13878,23100054,4,325,0
13879,23100087,5,325,0
13880,23100088,6,325,0
13881,23100089,7,325,0
13882,23100066,8,325,0
13883,23100090,9,325,0
13884,23130061,10,325,0
13885,23130101,11,325,0
13886,23130102,12,325,0
13887,23130103,13,325,0
13888,23130104,14,325,0
13889,23130028,15,325,0
13890,23130029,16,325,0
13891,23130030,17,325,0
13892,23130031,18,325,0
13893,23130106,19,325,0
13894,23130107,20,325,0
13895,23130049,21,325,0
13896,23130050,22,325,0
13897,23130051,23,325,0
13898,23130052,24,325,0
13899,23130053,25,325,0
13900,23130108,26,325,0
13901,23130109,27,325,0
13902,23130110,28,325,0
13903,23130111,29,325,0
13904,23130112,30,325,0
13905,23130113,31,325,0
13906,23130114,1,325,1
13907,23130115,2,325,1
13908,23130116,3,325,1
13909,23130117,4,325,1
13910,23130118,5,325,1
13911,23130043,6,325,1
13912,23130044,7,325,1
13913,23130045,8,325,1
13914,23130046,9,325,1
13915,23130119,10,325,1
13916,23130034,11,325,1
13917,23130035,12,325,1
13918,23130036,13,325,1
13919,23130037,14,325,1
13920,23130120,15,325,1
13921,23130121,16,325,1
13922,23130122,17,325,1
13923,23130123,18,325,1
13924,23130060,19,325,1
13925,23100009,20,325,1
13926,23100065,21,325,1
13927,23100064,22,325,1
13928,23100063,23,325,1
13929,23100062,24,325,1
13930,23100061,25,325,1
13931,23100094,26,325,1
13932,23100057,27,325,1
13933,23100006,28,325,1
13934,23100003,29,325,1
13935,23100004,30,325,1
13936,23100083,31,325,1
13937,23103999,32,325,1
13981,23103999,1,326,0
13984,23100080,2,326,0
13985,23100057,3,326,0
13986,23100058,4,326,0
13987,23020024,5,326,0
13989,23100007,6,326,0
13990,23100088,9,326,0
13991,23100054,7,326,0
13992,23100087,8,326,0
13993,23100089,10,326,0
13994,23100066,11,326,0
13995,23100090,12,326,0
13996,23130101,14,326,0
13998,23130102,15,326,0
13999,23130104,17,326,0
14000,23130028,18,326,0
14001,23130029,19,326,0
14002,23130030,20,326,0
14003,23130031,21,326,0
14004,23130106,22,326,0
14005,23130049,23,326,0
14006,23130050,24,326,0
14007,23130051,25,326,0
14008,23130052,26,326,0
14010,23130108,28,326,0
14011,23130109,29,326,0
14012,23130110,30,326,0
14013,23130111,31,326,0
14014,23130112,32,326,0
14015,23130115,34,326,0
14016,23130117,36,326,0
14017,23130118,37,326,0
14018,23130124,38,326,0
14019,23130125,39,326,0
14020,23130126,40,326,0
14021,23130128,42,326,0
14022,23130129,43,326,0
14023,23130130,44,326,0
14024,23130131,45,326,0
14025,23130132,46,326,0
14026,23130133,47,326,0
14027,23130134,48,326,0
14028,23130135,49,326,0
14029,23130137,51,326,0
14031,23130138,52,326,0
14032,23130140,54,326,0
14033,23130061,13,326,0
14035,23130103,16,326,0
14036,23130053,27,326,0
14037,23130113,33,326,0
14038,23130116,35,326,0
14039,23130127,41,326,0
14040,23130136,50,326,0
14041,23130139,53,326,0
14042,23130141,55,326,0
14043,23130142,1,326,1
14044,23130143,2,326,1
14046,23130145,4,326,1
14048,23130147,6,326,1
14049,23130148,7,326,1
14050,23130149,8,326,1
14051,23130150,9,326,1
14061,23130152,10,326,1
14062,23130153,11,326,1
14063,23130154,12,326,1
14064,23130155,13,326,1
14065,23130156,14,326,1
14066,23130157,15,326,1
14067,23130158,16,326,1
14068,23130159,17,326,1
14069,23130108,18,326,1
14070,23130109,19,326,1
14071,23130110,20,326,1
14072,23130111,21,326,1
14074,23130113,23,326,1
14075,23130115,24,326,1
14076,23130116,25,326,1
14077,23130117,26,326,1
14078,23130118,27,326,1
14079,23130043,28,326,1
14080,23130044,29,326,1
14081,23130045,30,326,1
14082,23130046,31,326,1
14084,23130119,32,326,1
14085,23130034,33,326,1
14086,23130035,34,326,1
14087,23130036,35,326,1
14088,23130037,36,326,1
14089,23130120,37,326,1
14092,23130123,40,326,1
14093,23130060,41,326,1
14095,23100009,42,326,1
14096,23100064,44,326,1
14097,23100063,45,326,1
14099,23100061,47,326,1
14101,23100057,49,326,1
14102,23100006,50,326,1
14103,23100003,51,326,1
14104,23100004,52,326,1
14105,23100083,53,326,1
14106,23103999,54,326,1
14107,23130144,3,326,1
14108,23130146,5,326,1
14109,23130112,22,326,1
14110,23130121,38,326,1
14111,23130122,39,326,1
14112,23100065,43,326,1
14113,23100062,46,326,1
14114,23100094,48,326,1
14231,23140187,11,248,1
14234,23140088,11,250,0
14755,23063999,1,394,0
14756,23060101,2,394,0
14757,23060399,3,394,0
14758,23060401,4,394,0
14759,24043901,5,394,0
14760,24043903,6,394,0
14761,24043905,7,394,0
14762,24043907,8,394,0
14763,24043909,9,394,0
14764,24043911,10,394,0
14765,24043913,11,394,0
14766,24043915,12,394,0
14767,24043917,13,394,0
14768,24043919,14,394,0
14769,24043921,15,394,0
14770,24043923,16,394,0
14771,24043925,17,394,0
14772,24043927,18,394,0
14773,24043929,19,394,0
14774,24043930,1,394,1
14775,24043928,2,394,1
14776,24043926,3,394,1
14777,24043924,4,394,1
14778,24043922,5,394,1
14779,24043920,6,394,1
14780,24043918,7,394,1
14781,24043916,8,394,1
14782,24043914,9,394,1
14783,24043912,10,394,1
14784,24043910,11,394,1
14785,24043908,12,394,1
14786,24043906,13,394,1
14787,24043904,14,394,1
14788,24043902,15,394,1
14789,23060402,16,394,1
14790,23060400,17,394,1
14791,23060357,18,394,1
14792,23063999,19,394,1
14887,23063999,1,24,0
14888,23060101,2,24,0
14889,23060102,4,24,0
14890,23060103,5,24,0
14891,23060104,6,24,0
14892,23060092,7,24,0
14893,23060093,8,24,0
14894,23060094,9,24,0
14895,23060105,10,24,0
14896,23060106,11,24,0
14897,23060107,12,24,0
14898,23060108,13,24,0
14899,23060109,14,24,0
14900,23060110,15,24,0
14901,23060111,16,24,0
14902,23060112,17,24,0
14903,23060113,18,24,0
14904,23060114,19,24,0
14905,23060115,20,24,0
14906,23060116,21,24,0
14907,23060117,22,24,0
14908,23060118,23,24,0
14909,23060119,24,24,0
14910,23060120,25,24,0
14911,23060121,26,24,0
14912,23060122,27,24,0
14913,23060123,28,24,0
14914,23060124,29,24,0
14915,23060125,30,24,0
14916,23060126,31,24,0
14917,23060127,32,24,0
14918,23060128,33,24,0
14919,23070053,34,24,0
14920,23070054,35,24,0
14921,23070055,36,24,0
14922,23070056,37,24,0
14923,23070057,38,24,0
14924,23070058,39,24,0
14925,23070059,40,24,0
14926,23070060,41,24,0
14927,23070061,42,24,0
14928,23070062,43,24,0
14929,23070063,44,24,0
14930,23070064,45,24,0
14931,23070065,46,24,0
14932,23070066,47,24,0
14933,23070067,48,24,0
14934,23070068,49,24,0
14935,23070069,50,24,0
14936,23070001,51,24,0
14937,23070070,52,24,0
14938,23070002,53,24,0
14939,23070003,54,24,0
14940,23070004,55,24,0
14941,23070032,56,24,0
14942,23070072,57,24,0
14943,23070073,1,24,1
14944,23070010,3,24,1
14945,23070011,4,24,1
14946,23070074,5,24,1
14947,23070075,6,24,1
14948,23070013,7,24,1
14949,23070076,8,24,1
14950,23070077,9,24,1
14951,23070078,10,24,1
14952,23070079,11,24,1
14953,23070080,12,24,1
14954,23070081,13,24,1
14955,23070082,14,24,1
14956,23070083,15,24,1
14957,23070084,16,24,1
14958,23070085,17,24,1
14959,23070086,18,24,1
14960,23070087,19,24,1
14961,23070088,20,24,1
14962,23070089,21,24,1
14963,23070090,22,24,1
14964,23070091,23,24,1
14965,23070092,24,24,1
14966,23060129,25,24,1
14967,23060130,26,24,1
14968,23060131,27,24,1
14969,23060132,28,24,1
14970,23060133,29,24,1
14971,23060134,30,24,1
14972,23060135,31,24,1
14973,23060136,32,24,1
14974,23060137,33,24,1
14975,23060138,34,24,1
14976,23060139,35,24,1
14977,23060140,36,24,1
14978,23060141,37,24,1
14979,23060142,38,24,1
14980,23060143,39,24,1
14981,23060144,40,24,1
14982,23060145,41,24,1
14983,23060146,42,24,1
14984,23060147,43,24,1
14985,23060148,44,24,1
14986,23060149,45,24,1
14987,23060150,46,24,1
14988,23060151,47,24,1
14989,23060152,48,24,1
14990,23060068,49,24,1
14991,23060153,50,24,1
14992,23060070,51,24,1
14993,23060071,52,24,1
14994,23060154,53,24,1
14995,23060155,54,24,1
14996,23060156,55,24,1
14997,23060157,56,24,1
14998,23060096,57,24,1
14999,23063999,58,24,1
15156,23063999,5,25,0
15157,23060158,6,25,0
15158,23060067,7,25,0
15159,23060159,8,25,0
15160,23060068,9,25,0
15161,23060153,10,25,0
15162,23060069,11,25,0
15163,23060160,12,25,0
15164,23060161,13,25,0
15165,23060071,14,25,0
15166,23060154,15,25,0
15167,23060163,16,25,0
15168,23060164,17,25,0
15169,23060165,18,25,0
15170,23060166,19,25,0
15171,23060167,20,25,0
15172,23060168,21,25,0
15173,23060169,22,25,0
15174,23060170,23,25,0
15175,23070053,24,25,0
15176,23070054,25,25,0
15177,23070093,26,25,0
15178,23070094,27,25,0
15179,23070095,28,25,0
15180,23070096,29,25,0
15181,23070097,30,25,0
15182,23070098,31,25,0
15183,23070099,32,25,0
15184,23070100,33,25,0
15185,23070101,34,25,0
15186,23070102,35,25,0
15187,23070103,36,25,0
15188,23070104,37,25,0
15189,23070105,38,25,0
15190,23070106,39,25,0
15191,23070107,40,25,0
15192,23070108,41,25,0
15193,23070109,42,25,0
15194,23070110,43,25,0
15195,23070111,44,25,0
15196,23070112,45,25,0
15197,23070113,46,25,0
15198,23070114,47,25,0
15199,24023901,48,25,0
15200,24023902,49,25,0
15201,24023903,50,25,0
15202,24023904,51,25,0
15203,24023905,52,25,0
15204,23150122,53,25,0
15205,23150124,54,25,0
15206,23150126,55,25,0
15207,23150022,56,25,0
15208,23150128,57,25,0
15209,23150129,1,25,1
15210,23150127,2,25,1
15211,23150125,3,25,1
15212,23150123,4,25,1
15213,24023906,5,25,1
15214,24023907,6,25,1
15215,24023908,7,25,1
15216,24023909,8,25,1
15217,24023910,9,25,1
15218,23070115,10,25,1
15219,23070116,11,25,1
15220,23070117,12,25,1
15221,23070118,13,25,1
15222,23070119,14,25,1
15223,23070120,15,25,1
15224,23070121,16,25,1
15225,23070122,17,25,1
15226,23070123,18,25,1
15227,23070124,19,25,1
15228,23070125,20,25,1
15229,23070126,21,25,1
15230,23070127,22,25,1
15231,23070128,23,25,1
15232,23070129,24,25,1
15233,23070130,25,25,1
15234,23070131,26,25,1
15235,23070132,27,25,1
15236,23070133,28,25,1
15237,23070134,29,25,1
15286,23070135,30,25,1
15287,23070136,31,25,1
15288,23070091,32,25,1
15289,23070092,33,25,1
15290,23060171,34,25,1
15291,23060172,35,25,1
15292,23060173,36,25,1
15293,23060174,37,25,1
15294,23060175,38,25,1
15295,23060176,39,25,1
15296,23060177,40,25,1
15297,23060178,41,25,1
15298,23060104,42,25,1
15299,23060092,43,25,1
15300,23060180,44,25,1
15301,23060093,45,25,1
15302,23060181,46,25,1
15303,23060094,47,25,1
15304,23060182,48,25,1
15305,23060095,49,25,1
15306,23060096,50,25,1
15307,23060097,51,25,1
15308,23063999,52,25,1
15339,23063995,1,357,0
15340,23060062,2,357,0
15341,23060046,3,357,0
15342,23060252,4,357,0
15343,23060253,5,357,0
15344,23060015,6,357,0
15345,23060016,7,357,0
15346,23040038,8,357,0
15347,23040042,9,357,0
15348,23040049,10,357,0
15349,23040050,11,357,0
15350,23040051,12,357,0
15351,23100025,13,357,0
15352,23100026,14,357,0
15353,23100027,15,357,0
15354,23100074,16,357,0
15355,23100045,17,357,0
15356,23100046,18,357,0
15357,23100047,19,357,0
15358,23090117,20,357,0
15359,23090042,21,357,0
15360,23090043,22,357,0
15361,23090050,23,357,0
15362,23090102,24,357,0
15363,23090131,25,357,0
15364,23140200,26,357,0
15365,23140201,27,357,0
15366,23140202,28,357,0
15367,23140203,29,357,0
15368,23140111,30,357,0
15369,23140105,31,357,0
15370,23140206,32,357,0
15371,23130090,33,357,0
15372,23130091,34,357,0
15373,23130092,35,357,0
15374,23130093,36,357,0
15375,23130036,37,357,0
15376,23130034,38,357,0
15377,23130035,39,357,0
15378,23130094,40,357,0
15379,23130095,41,357,0
15380,23130097,1,357,1
15381,23130098,2,357,1
15382,23130030,3,357,1
15383,23130031,4,357,1
15384,23130029,5,357,1
15385,23130099,6,357,1
15386,23130100,7,357,1
15387,23130026,8,357,1
15388,23140207,9,357,1
15389,23140110,10,357,1
15390,23140210,11,357,1
15391,23140112,12,357,1
15392,23140212,13,357,1
15393,23140213,14,357,1
15394,23140214,15,357,1
15395,23090132,16,357,1
15396,23090096,17,357,1
15397,23090047,18,357,1
15398,23090064,19,357,1
15399,23090066,20,357,1
15400,23090114,21,357,1
15401,23100076,22,357,1
15402,23100052,23,357,1
15403,23100084,24,357,1
15404,23100085,25,357,1
15405,23100022,26,357,1
15406,23100023,27,357,1
15407,23100024,28,357,1
15408,23100036,29,357,1
15409,23040028,30,357,1
15410,23040068,31,357,1
15411,23040048,32,357,1
15412,23040046,33,357,1
15413,23040056,34,357,1
15414,23060017,35,357,1
15415,23060056,36,357,1
15416,23060261,37,357,1
15417,23060262,38,357,1
15418,23060326,39,357,1
15419,23060325,40,357,1
15420,23063995,41,357,1
15927,23063995,1,361,0
15928,23060046,2,361,0
15929,23060041,3,361,0
15930,23060264,4,361,0
15931,23060265,5,361,0
15932,23060327,6,361,0
15933,23060292,7,361,0
15934,23060328,8,361,0
15935,23060330,9,361,0
15936,23060332,10,361,0
15937,23060283,11,361,0
15938,23060281,12,361,0
15939,23060279,13,361,0
15940,23060256,14,361,0
15941,23060059,15,361,0
15942,23060015,17,361,0
15943,23060016,18,361,0
15944,23040038,19,361,0
15945,23030025,20,361,0
15946,23030037,21,361,0
15947,23030028,22,361,0
15948,23030038,23,361,0
15949,23020043,24,361,0
15950,23020062,25,361,0
15951,23020022,26,361,0
15952,23020015,27,361,0
15953,23020092,1,361,1
15954,23020042,2,361,1
15955,23030005,3,361,1
15956,23030024,4,361,1
15957,23040026,5,361,1
15958,23060017,6,361,1
15959,23060056,7,361,1
15960,23060258,8,361,1
15961,23060284,9,361,1
15962,23060278,10,361,1
15963,23060280,11,361,1
15964,23060282,12,361,1
15965,23060285,13,361,1
15966,23060331,14,361,1
15967,23060339,15,361,1
15968,23060329,16,361,1
15969,23060291,17,361,1
15970,23060249,18,361,1
15971,23060250,19,361,1
15972,23060020,20,361,1
15973,23060326,21,361,1
15974,23060325,22,361,1
15975,23060054,23,361,1
15976,23063995,24,361,1
16126,25010087,13,266,0
16127,25010324,29,266,1
16128,25010074,1,266,1
16129,25010076,3,266,1
16130,25010077,4,266,1
16131,25010078,5,266,1
16132,25010201,6,266,1
16133,25010079,7,266,1
16134,25010200,2,266,0
16135,25010090,22,266,1
16136,25010093,25,266,1
16137,25010031,17,266,1
16138,25010012,8,266,1
16139,25010058,10,266,0
16140,25010088,19,266,1
16141,25010091,23,266,1
16142,25010140,26,266,1
16143,25010089,20,266,1
16144,25010014,10,266,1
16145,25010061,14,266,0
16146,25010226,27,266,1
16147,25010080,11,266,1
16148,25010059,21,266,1
16149,25010062,15,266,0
16150,25010092,24,266,1
16151,25010081,12,266,1
16152,25010083,14,266,1
16153,25010022,28,266,1
16154,25010200,30,266,1
16155,25010031,16,266,0
16156,25010001,31,266,1
16157,25010063,17,266,0
16158,25010064,18,266,0
16159,25010065,19,266,0
16160,25010066,20,266,0
16161,25010067,21,266,0
16162,25010068,22,266,0
16163,25010011,23,266,0
16164,25010069,24,266,0
16165,25010070,25,266,0
16166,25010071,26,266,0
16167,25010072,27,266,0
16168,25010073,28,266,0
16169,25010074,29,266,0
16170,25010075,2,266,1
16171,25010013,9,266,1
16172,25010082,13,266,1
16173,25010084,15,266,1
16174,25010085,16,266,1
16175,25010086,18,266,1
16176,25010001,1,266,0
16177,25010002,3,266,0
16178,25010196,4,266,0
16179,25010054,5,266,0
16180,25010055,6,266,0
16181,25010314,7,266,0
16182,25010056,8,266,0
16183,25010057,9,266,0
16184,25010059,11,266,0
16185,25010060,12,266,0
16186,25010103,26,264,0
16187,25010104,27,264,0
16188,25010324,30,264,1
16189,25010104,1,264,1
16190,25010105,2,264,1
16191,25010106,3,264,1
16192,25010107,4,264,1
16193,25010005,7,264,0
16194,25010108,5,264,1
16195,25010007,9,264,0
16196,25010011,16,264,0
16197,25010109,6,264,1
16198,25010110,7,264,1
16199,25010111,8,264,1
16200,25010206,9,264,1
16201,25010205,10,264,1
16202,25010112,11,264,1
16203,25010078,12,264,1
16204,25010201,13,264,1
16205,25010079,14,264,1
16206,25010012,15,264,1
16207,25010113,16,264,1
16208,25010114,17,264,1
16209,25010115,18,264,1
16210,25010116,19,264,1
16211,25010117,20,264,1
16212,25010015,21,264,1
16213,25010016,22,264,1
16214,25010017,23,264,1
16215,25010018,24,264,1
16216,25010019,25,264,1
16217,25010203,26,264,1
16218,25010020,27,264,1
16219,25010021,28,264,1
16220,25010022,29,264,1
16221,25010200,31,264,1
16222,25010001,1,264,0
16223,25010001,32,264,1
16224,25010200,2,264,0
16225,25010002,3,264,0
16226,25010003,4,264,0
16227,25010202,5,264,0
16228,25010004,6,264,0
16229,25010006,8,264,0
16230,25010008,10,264,0
16231,25010095,11,264,0
16232,25010312,12,264,0
16233,25010313,13,264,0
16234,25010010,14,264,0
16235,25010068,15,264,0
16236,25010069,17,264,0
16237,25010070,18,264,0
16238,25010096,19,264,0
16239,25010097,20,264,0
16240,25010098,21,264,0
16241,25010099,22,264,0
16242,25010100,23,264,0
16243,25010101,24,264,0
16244,25010102,25,264,0
16245,25010221,1,272,0
16246,25010223,3,272,0
16247,25010012,2,272,1
16248,25010222,2,272,0
16249,25010015,5,272,1
16250,25010220,12,272,1
16251,25010202,4,272,0
16252,25010004,5,272,0
16253,25010005,6,272,0
16254,25010006,7,272,0
16255,25010007,8,272,0
16256,25010008,9,272,0
16257,25010009,10,272,0
16258,25010010,11,272,0
16259,25010011,12,272,0
16260,25010011,1,272,1
16261,25010013,3,272,1
16262,25010014,4,272,1
16263,25010016,6,272,1
16264,25010017,7,272,1
16265,25010018,8,272,1
16266,25010019,9,272,1
16267,25010020,11,272,1
16268,25010203,10,272,1
16269,25010224,13,272,1
16270,25010225,14,272,1
16271,25010221,15,272,1
16272,25010188,1,274,0
16273,25010189,2,274,0
16274,25010190,3,274,0
16275,25010191,4,274,0
16276,25010067,5,274,0
16277,25010068,6,274,0
16278,25010011,7,274,0
16279,25010069,8,274,0
16280,25010070,9,274,0
16281,25010098,12,274,0
16282,25010195,13,274,0
16283,25010195,1,274,1
16284,25010188,18,274,1
16285,25010110,2,274,1
16286,25010111,3,274,1
16287,25010206,4,274,1
16288,25010205,5,274,1
16289,25010112,6,274,1
16290,25010078,7,274,1
16291,25010201,8,274,1
16292,25010079,9,274,1
16293,25010012,10,274,1
16294,25010139,12,274,1
16295,25010204,14,274,1
16296,25010192,15,274,1
16297,25010193,16,274,1
16298,25010194,17,274,1
16299,25010096,10,274,0
16300,25010097,11,274,0
16301,25010013,11,274,1
16302,25010080,13,274,1
16303,23133995,1,429,0
16304,23130075,2,429,0
16305,23140273,3,429,0
16306,23130226,4,429,0
16307,23130228,5,429,0
16308,23130227,6,429,0
16309,23130229,7,429,0
16310,23140274,8,429,0
16311,23140276,9,429,0
16312,23140278,10,429,0
16313,23140280,11,429,0
16314,23140138,12,429,0
16315,23140282,13,429,0
16316,23140284,14,429,0
16317,23130231,15,429,0
16318,23140286,16,429,0
16319,23130082,17,429,0
16320,23130083,18,429,0
16321,23130087,1,429,1
16322,23130088,2,429,1
16323,23140287,3,429,1
16324,23130232,4,429,1
16325,23140285,5,429,1
16326,23140283,6,429,1
16327,23140141,7,429,1
16328,23140281,8,429,1
16329,23140279,9,429,1
16330,23140277,10,429,1
16331,23140275,11,429,1
16332,23130230,12,429,1
16333,23130226,13,429,1
16334,23130228,14,429,1
16335,23130227,15,429,1
16336,23140078,16,429,1
16337,23130076,17,429,1
16338,23133995,18,429,1
16339,23133995,1,463,0
16340,23130097,2,463,0
16341,23130098,3,463,0
16342,23130030,4,463,0
16343,23130031,5,463,0
16344,23130029,6,463,0
16345,23130099,7,463,0
16346,23130100,8,463,0
16347,23140207,9,463,0
16348,23140110,10,463,0
16349,23140209,11,463,0
16350,23140210,12,463,0
16351,23140211,13,463,0
16352,23140212,14,463,0
16353,23140213,15,463,0
16354,23140214,16,463,0
16355,23090132,17,463,0
16356,23090096,18,463,0
16357,23090051,19,463,0
16358,23090052,20,463,0
16359,23090001,21,463,0
16360,23090002,22,463,0
16361,23090003,23,463,0
16362,23090004,24,463,0
16363,23040001,25,463,0
16364,23040002,26,463,0
16365,23040028,27,463,0
16366,23040048,28,463,0
16367,23040049,1,463,1
16368,23040051,2,463,1
16369,23040003,3,463,1
16370,23040004,4,463,1
16371,23090005,5,463,1
16372,23090006,6,463,1
16373,23090007,7,463,1
16374,23090111,8,463,1
16375,23090112,9,463,1
16376,23090113,10,463,1
16377,23090050,11,463,1
16378,23090102,12,463,1
16379,23090131,13,463,1
16380,23140200,14,463,1
16381,23140201,15,463,1
16382,23140202,16,463,1
16383,23140203,17,463,1
16384,23140111,18,463,1
16385,23140105,19,463,1
16386,23140206,20,463,1
16387,23130090,21,463,1
16388,23130091,22,463,1
16389,23130092,23,463,1
16390,23130093,24,463,1
16391,23130036,25,463,1
16392,23130034,26,463,1
16393,23130035,27,463,1
16394,23130094,28,463,1
16395,23130095,29,463,1
16396,23133995,30,463,1
16397,23133995,1,464,0
16398,23130075,2,464,0
16399,23140066,3,464,0
16400,23140220,4,464,0
16401,23140145,5,464,0
16402,23140040,6,464,0
16403,23140146,7,464,0
16404,23140147,8,464,0
16405,23140042,9,464,0
16406,23140043,10,464,0
16407,23140044,11,464,0
16408,23140089,12,464,0
16409,23140090,13,464,0
16410,23140091,14,464,0
16411,23140075,15,464,0
16412,23140077,16,464,0
16413,23140221,17,464,0
16414,23140106,18,464,0
16415,23140209,19,464,0
16416,23140210,20,464,0
16417,23140211,21,464,0
16418,23140212,22,464,0
16419,23140213,23,464,0
16420,23140214,24,464,0
16421,23090132,25,464,0
16422,23100091,26,464,0
16423,23100092,27,464,0
16424,23100093,28,464,0
16425,23100094,29,464,0
16426,23100095,30,464,0
16427,23100016,31,464,0
16428,23020013,32,464,0
16429,23020014,33,464,0
16430,23020093,34,464,0
16431,23020093,1,464,1
16432,23020022,2,464,1
16433,23020023,3,464,1
16434,23020024,4,464,1
16435,23100003,5,464,1
16436,23100077,6,464,1
16437,23100086,7,464,1
16438,23100087,8,464,1
16439,23100088,9,464,1
16440,23100089,10,464,1
16441,23100090,11,464,1
16442,23090130,12,464,1
16443,23140200,13,464,1
16444,23140201,14,464,1
16445,23140202,15,464,1
16446,23140203,16,464,1
16447,23140111,17,464,1
16448,23140105,18,464,1
16449,23140109,19,464,1
16450,23140217,20,464,1
16451,23140079,21,464,1
16452,23140080,22,464,1
16453,23140081,23,464,1
16454,23140094,24,464,1
16455,23140095,25,464,1
16456,23140053,26,464,1
16457,23140054,27,464,1
16458,23140055,28,464,1
16459,23140148,29,464,1
16460,23140230,30,464,1
16461,23140057,31,464,1
16462,23140231,32,464,1
16463,23140232,33,464,1
16464,23140065,34,464,1
16465,23130076,35,464,1
16466,23133995,36,464,1
16600,23153998,1,364,0
16601,23150107,2,364,0
16602,23150018,3,364,0
16603,23150110,4,364,0
16604,23150111,5,364,0
16605,23150113,6,364,0
16606,23150115,7,364,0
16607,23150117,8,364,0
16608,23150119,9,364,0
16609,23150102,10,364,0
16610,23070215,11,364,0
16611,23070243,12,364,0
16612,23070245,13,364,0
16613,23080006,14,364,0
16614,23080008,15,364,0
16615,23070247,16,364,0
16616,23080017,17,364,0
16617,23080026,18,364,0
16618,23080028,19,364,0
16619,23080030,20,364,0
16620,23080032,21,364,0
16621,23080078,22,364,0
16622,23080080,23,364,0
16623,23080081,24,364,0
16624,23080068,25,364,0
16625,23080069,26,364,0
16626,23080090,27,364,0
16627,23080091,28,364,0
16628,23080092,29,364,0
16629,23080039,30,364,0
16630,23090075,31,364,0
16631,23090020,32,364,0
16632,23090076,33,364,0
16633,23090077,34,364,0
16634,23040057,35,364,0
16635,23040006,36,364,0
16636,23040007,37,364,0
16637,23040008,38,364,0
16638,23040066,39,364,0
16639,23040009,40,364,0
16640,23040015,1,364,1
16641,23040044,2,364,1
16642,23040069,3,364,1
16643,23040011,4,364,1
16644,23040012,5,364,1
16645,23040013,6,364,1
16646,23040061,7,364,1
16647,23090041,8,364,1
16648,23090078,9,364,1
16649,23090079,10,364,1
16650,23090057,11,364,1
16651,23090080,12,364,1
16652,23080040,13,364,1
16653,23080093,14,364,1
16654,23080094,15,364,1
16655,23080095,16,364,1
16656,23080058,17,364,1
16657,23080059,18,364,1
16658,23080082,19,364,1
16659,23080083,20,364,1
16660,23080085,21,364,1
16661,23080033,22,364,1
16662,23080031,23,364,1
16663,23080029,24,364,1
16664,23080027,25,364,1
16665,23080019,26,364,1
16666,23070218,27,364,1
16667,23080008,28,364,1
16668,23080006,29,364,1
16669,23070246,30,364,1
16670,23070244,31,364,1
16671,23070216,32,364,1
16672,23150121,33,364,1
16673,23150101,34,364,1
16674,23150120,35,364,1
16675,23150118,36,364,1
16676,23150116,37,364,1
16677,23150114,38,364,1
16678,23150112,39,364,1
16679,23150109,40,364,1
16680,23150108,41,364,1
16681,23153998,42,364,1
16752,23153998,1,365,0
16753,23150026,2,365,0
16754,23150091,3,365,0
16755,23150093,4,365,0
16756,23150095,5,365,0
16757,23150097,6,365,0
16758,23150099,7,365,0
16759,23150101,8,365,0
16760,23150103,9,365,0
16761,23150105,10,365,0
16762,23070207,11,365,0
16763,23070209,12,365,0
16764,23070211,13,365,0
16765,23070213,14,365,0
16766,23070249,15,365,0
16767,23150122,16,365,0
16768,23150124,17,365,0
16769,23150126,18,365,0
16770,23150179,19,365,0
16771,23150002,20,365,0
16772,23150132,21,365,0
16773,23150134,22,365,0
16774,23150158,23,365,0
16775,23150050,24,365,0
16776,23150052,25,365,0
16777,23150054,26,365,0
16778,23150058,27,365,0
16779,23150060,28,365,0
16780,24023915,29,365,0
16781,24023917,30,365,0
16782,24023919,31,365,0
16783,24023921,32,365,0
16784,24023923,33,365,0
16785,24023925,34,365,0
16786,24023927,35,365,0
16787,24023928,1,365,1
16788,24023926,2,365,1
16789,24023924,3,365,1
16790,24023922,4,365,1
16791,24023920,5,365,1
16792,24023918,6,365,1
16793,24023916,7,365,1
16794,23150061,8,365,1
16795,23150059,9,365,1
16796,23150055,10,365,1
16797,23150051,11,365,1
16798,23150159,12,365,1
16799,23150135,13,365,1
16800,23150133,14,365,1
16801,23150021,15,365,1
16802,23150180,16,365,1
16803,23150127,17,365,1
16804,23150125,18,365,1
16805,23150123,19,365,1
16806,23070248,20,365,1
16807,23070214,21,365,1
16808,23070212,22,365,1
16809,23070210,23,365,1
16810,23070208,24,365,1
16811,23150106,25,365,1
16812,23150104,26,365,1
16813,23150102,27,365,1
16814,23150100,28,365,1
16815,23150098,29,365,1
16816,23150096,30,365,1
16817,23150094,31,365,1
16818,23150092,32,365,1
16819,23150017,33,365,1
16820,23153998,34,365,1
16849,23153998,1,381,0
16850,23150026,2,381,0
16851,23150091,3,381,0
16852,23150093,4,381,0
16853,23150095,5,381,0
16854,23150097,6,381,0
16855,23150099,7,381,0
16856,23150101,8,381,0
16857,23150103,9,381,0
16858,23150105,10,381,0
16859,23070207,11,381,0
16860,23070209,12,381,0
16861,23070211,13,381,0
16862,23070213,14,381,0
16863,23070214,1,381,1
16864,23070212,2,381,1
